question,sql
"Can you provide the referral count per day from Friday to Monday morning 0600hrs in the force area?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"What is the number of referrals reported between Friday and 0600hrs Monday within the force jurisdiction?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Share the referral numbers for each day from Friday to 0600hrs on Monday in the force's area.","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"What are the referral statistics from Friday to 0600hrs on Monday for the force's region?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"How many referrals were received per day from Friday through Monday 0600hrs in the force area?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Could you break down the number of referrals registered from Friday until 0600hrs Monday in the force area?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Provide the daily referral data from Friday to 0600hrs Monday in the force's area.","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"How many referrals were submitted in the force's region between Friday and Monday 0600hrs?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"What was the daily referral count from Friday to Monday morning 0600hrs in the force area?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Provide the referral totals from Friday until 0600hrs Monday in the force’s jurisdiction.","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Could you give me the daily referral statistics for the force area between Friday and 0600hrs Monday?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
